,projectID,title,category,coordinator_name,coordinator_country,coordinator_activity_type,status,totalCostProj,project_start_year,project_end_year,opportunity_tier_cordis
124,641232,Zinc finger gene therapy in the brain for treating Huntington's disease,Genomics / Molecular Biology,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,United Kingdom,HES,CLOSED,149995.0,2015,2016,Not applicable
125,641252,A portable single-molecule fluorescence imager,Diagnostics / Biomarkers,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,CLOSED,150000.0,2014,2016,Not applicable
126,641302,Drug eDesign: Building the next generation of software solutions for drug design,Pharma / Biotech,BARCELONA SUPERCOMPUTING CENTER CENTRO NACIONAL DE SUPERCOMPUTACION,Spain,REC,CLOSED,148875.0,2015,2016,Not applicable
127,641346,BreAking the Link betweeN myo10 and CancEr,Oncology,TURUN YLIOPISTO,Finland,HES,CLOSED,150000.0,2015,2016,Not applicable
128,641389,Sequence-Enabled Single cEll Identification device,Genomics / Molecular Biology,WEIZMANN INSTITUTE OF SCIENCE,Israel,HES,CLOSED,150000.0,2015,2016,Not applicable
129,641392,Medically Licensed Mesenchymal Stem Cells for Acute Respiratory Distress Syndrome.,Cell / Advanced Therapies,UNIVERSITY OF GALWAY,Ireland,HES,CLOSED,149101.0,2015,2015,Not applicable
130,641456,Breeding Invertebrates for Next Generation BioControl (BINGO),Genomics / Molecular Biology,WAGENINGEN UNIVERSITY,Netherlands,HES,CLOSED,3288069.0,2015,2018,Not applicable
131,641639,Biochemical and mechanochemical mechanisms in polarized cells,Cell / Advanced Therapies,THE UNIVERSITY OF SHEFFIELD,United Kingdom,HES,CLOSED,3911897.16,2015,2018,Not applicable
132,641665,The next generation epigenetic medicine for inflammation,Pharma / Biotech,AMSTERDAM UMC RESEARCH BV,Netherlands,PRC,CLOSED,1294785.0,2015,2019,Not applicable
133,641833,ONCOgenic Receptor Network of Excellence and Training,Proteomics / Multi-omics,STICHTING VU,Netherlands,HES,CLOSED,3893983.37,2015,2019,Not applicable
134,641984,Training and research in Listeria monocytogenes Adaptation through Proteomic and Transcriptome deep Sequencing Analysis,Genomics / Molecular Biology,UNIVERSITE DIJON BOURGOGNE,France,HES,CLOSED,2841979.5,2015,2019,Not applicable
135,641989,Real-time optimization of extraction and the logistic process in highly complex geological and selective mining settings,Genomics / Molecular Biology,TECHNISCHE UNIVERSITEIT DELFT,Netherlands,HES,CLOSED,6566702.5,2015,2019,Not applicable
136,642004,Peptide-Drug Conjugates for Targeted Delivery in Tumor Therapy,Oncology,UNIVERSITAET BIELEFELD,Germany,HES,CLOSED,3746420.28,2015,2018,Not applicable
137,642023,"Click Chemistry for Future Gene Therapies to Benefit Citizens, Researchers and Industry",Diagnostics / Biomarkers,DUBLIN CITY UNIVERSITY,Ireland,HES,CLOSED,3556990.44,2015,2018,Not applicable
138,642068,"UNDERSTANDING THE CLOSTRIDIUM SPORE, A PREREQUISTE FOR DISEASE INTERVENTIONS AND EXPLOITATION",Oncology,THE UNIVERSITY OF NOTTINGHAM,United Kingdom,HES,CLOSED,3910777.56,2015,2018,Not applicable
139,642083,Monomer sequence control in Polymers : Toward next-generation precision materials,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,3926899.8,2015,2018,Not applicable
140,642157,Toll-Like Receptor 4 activation and function in diseases: an integrated chemical-biology approach.,Oncology,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,Italy,HES,CLOSED,3122539.38,2015,2018,Not applicable
141,642241,"BIG4 - Biosystematics, Informatics and Genetics of the big 4 insect groups: training tomorrow's researchers and entrepreneurs",Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,CLOSED,3874278.6,2015,2018,Not applicable
142,642295,Exploiting MELanoma disease comPLEXity to address European research training needs in translational cancer systems biology and cancer systems medicine,Diagnostics / Biomarkers,ROYAL COLLEGE OF SURGEONS IN IRELAND,Ireland,HES,CLOSED,3583870.17,2014,2018,Not applicable
143,642380,Metabolomic analysis for the forensic detection of drugs of abuse in performance and food producing animals,Proteomics / Multi-omics,THE QUEEN'S UNIVERSITY OF BELFAST,United Kingdom,HES,CLOSED,819863.64,2015,2018,Not applicable
144,642414,Targeting Cartilage Regeneration in joint and intervertebral disc diseases,Diagnostics / Biomarkers,ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM,Netherlands,HES,CLOSED,3971459.88,2015,2019,Not applicable
145,642434,European Training Network on Antiviral Drug Development,Pharma / Biotech,UNIVERSITEIT UTRECHT,Netherlands,HES,CLOSED,3837214.41,2015,2019,Not applicable
146,642445,Real time therapy planning for Thermal based therapy modalities in oncology care.,Oncology,PHILIPS ELECTRONICS NEDERLAND BV,Netherlands,PRC,CLOSED,766122.84,2015,2018,Not applicable
147,642456,New Mining Concept for Extracting Metals from Deep Ore Deposits using Biotechnology,Pharma / Biotech,KGHM POLSKA MIEDZ SA,Poland,PRC,CLOSED,8564961.75,2015,2018,Not applicable
148,642536,"Development and experimental validation of computational models for cavitating flows, surface erosion damage and material loss",Diagnostics / Biomarkers,CITY ST GEORGES UNIVERSITY OF LONDON,United Kingdom,HES,CLOSED,3939999.12,2015,2018,Not applicable
149,642575,The Algal Microbiome: Friends and Foes,Genomics / Molecular Biology,THE SCOTTISH ASSOCIATION FOR MARINE SCIENCE LBG,United Kingdom,REC,CLOSED,3710595.24,2015,2018,Not applicable
150,642609,"Control of leishmaniasis, from bench to bedside and community",Diagnostics / Biomarkers,FUNDACION PRIVADA INSTITUTO DE SALUD GLOBAL BARCELONA,Spain,REC,CLOSED,3820537.8,2015,2018,Not applicable
151,642612,VPH-Cardiovascular Simulation and Experimentation for Personalised Medical Devices,Diagnostics / Biomarkers,THE UNIVERSITY OF SHEFFIELD,United Kingdom,HES,CLOSED,3700187.28,2015,2018,Not applicable
152,642623,Radiation Innovations for Therapy and Education,Oncology,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,CLOSED,3081061.44,2015,2019,Not applicable
153,642661,Infrared sensing made visible: Combining infrared light sources and upconversion sensors for improved sensitivity in medical applications and gas analysis,Diagnostics / Biomarkers,DANMARKS TEKNISKE UNIVERSITET,Denmark,HES,CLOSED,4001129.28,2015,2018,Not applicable
154,642663,Enhancing CHO by Mammalian Systems Biotechnology (eCHO systems),Genomics / Molecular Biology,DANMARKS TEKNISKE UNIVERSITET,Denmark,HES,CLOSED,4044794.43,2015,2018,Not applicable
155,642691,Epigenetic regulation of endocrine therapy resistance in breast cancer: A systems medicine approach to predict treatment outcome,Oncology,UNIVERSITEIT VAN AMSTERDAM,Netherlands,HES,CLOSED,2797697.16,2015,2018,Not applicable
156,642720,European Training Network on Bone Pain,Oncology,KOBENHAVNS UNIVERSITET,Denmark,HES,CLOSED,3558676.32,2015,2018,Not applicable
157,642738,RNA-based technologies for single-cell metabolite analysis,Genomics / Molecular Biology,RIJKSUNIVERSITEIT GRONINGEN,Netherlands,HES,CLOSED,3995643.24,2015,2019,Not applicable
158,642773,EUROPOL,Cell / Advanced Therapies,THE UNIVERSITY OF BIRMINGHAM,United Kingdom,HES,CLOSED,3960039.96,2015,2019,Not applicable
159,642774,Hybrid Colloidal Systems with Designed Response,Genomics / Molecular Biology,UNIVERSITAT WIEN,Austria,HES,CLOSED,3895886.88,2015,2018,Not applicable
160,642793,Multivalent Molecular Systems for Innovative Applications,Diagnostics / Biomarkers,UNIVERSITA DEGLI STUDI DI PADOVA,Italy,HES,CLOSED,2321096.4,2015,2018,Not applicable
161,642795,Answering Questions using Web Data,Digital Health / Bioinformatics,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN,Germany,HES,CLOSED,3885922.44,2015,2018,Not applicable
162,642836,Engineering of new-generation protein secretion systems,Pharma / Biotech,ACADEMISCH ZIEKENHUIS GRONINGEN,Netherlands,HES,CLOSED,3685072.68,2015,2018,Not applicable
163,642866,Research Training Network on Integrated Component Cycling in Epithelial Cell Motility,Oncology,UNIVERSITAETSKLINIKUM AACHEN,Germany,HES,CLOSED,3866665.32,2015,2018,Not applicable
164,642870,Development of Selective Carbohydrate Immunomodulators Targeting C-type Lectin Receptors on Antigen Presenting Cells,Oncology,ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE,Spain,REC,CLOSED,3811581.0,2015,2018,Not applicable
165,642893,Improved production strategies for endangered freshwater species.,Genomics / Molecular Biology,NORGES MILJO-OG BIOVITENSKAPELIGE UNIVERSITET,Norway,HES,CLOSED,3867449.04,2015,2018,Not applicable
166,642901,Genetic and molecular priming approaches to increase crop strength and stress tolerance,Genomics / Molecular Biology,UNIVERSITAET POTSDAM,Germany,HES,CLOSED,1268698.32,2015,2018,Not applicable
167,642934,Chromatin Dynamics in Development and Disease,Genomics / Molecular Biology,IDRYMA TECHNOLOGIAS KAI EREVNAS,Greece,REC,CLOSED,3782583.36,2015,2018,Not applicable
168,643051,Mastering skills in the training Network for attention deficit hyperactivity and autism spectrum Disorders,Genomics / Molecular Biology,STICHTING RADBOUD UNIVERSITEIT,Netherlands,HES,CLOSED,3913940.43,2015,2018,Not applicable
169,643056,Rapid Bioprocess Development,Oncology,UNIVERSITY OF NEWCASTLE UPON TYNE,United Kingdom,HES,CLOSED,4038971.76,2015,2018,Not applicable
170,643062,Computational and functional annotation of genomic elements during development of the model vertebrate zebrafish,Genomics / Molecular Biology,THE UNIVERSITY OF BIRMINGHAM,United Kingdom,HES,CLOSED,3724035.89,2015,2018,Not applicable
171,643063,MICROWINE - Microbial metagenomics and the modern wine industry,Genomics / Molecular Biology,AARHUS UNIVERSITET,Denmark,HES,CLOSED,3945597.12,2015,2018,Not applicable
172,643381,TBVAC2020; Advancing novel and promising TB vaccine candidates from discovery to preclinical and early clinical development,Diagnostics / Biomarkers,STICHTING TUBERCULOSIS VACCINE INITIATIVE,Netherlands,OTH,CLOSED,25056507.33,2015,2019,Not applicable
173,643439,A stepping stone approach towards the Genetics Clinic of the Future,Genomics / Molecular Biology,UNIVERSITAIR MEDISCH CENTRUM UTRECHT,Netherlands,HES,CLOSED,1195106.25,2015,2017,Not applicable
174,643478,Stem Cell therapy in IschEmic Non-treatable Cardiac diseasE (SCIENCE),Cell / Advanced Therapies,REGION HOVEDSTADEN,Denmark,PUB,CLOSED,5998882.0,2015,2020,Not applicable
175,643529,iManageCancer - Empowering patients and strengthening self-management in cancer diseases,Oncology,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Germany,REC,CLOSED,4856174.0,2015,2018,Not applicable
176,643558,Eliciting Mucosal Immunity to Tuberculosis,Cell / Advanced Therapies,ST GEORGE'S HOSPITAL MEDICAL SCHOOL,United Kingdom,HES,CLOSED,7999920.11,2015,2019,Not applicable
177,643580,Restoring tissue regeneration in patients with visceral Graft versus Host Disease.,Cell / Advanced Therapies,ACADEMISCH ZIEKENHUIS LEIDEN,Netherlands,HES,CLOSED,5857587.5,2015,2021,Not applicable
178,643638,ERA-NET: Aligning national/regional translational cancer research programmes and activities,Oncology,MINISTERO DELLA SALUTE,Italy,PUB,CLOSED,22568750.0,2015,2021,Not applicable
179,643694,A co-operative mHEALTH environment targeting adherence and management of patients suffering from Heart Failure,Diagnostics / Biomarkers,UNIVERSITE LYON 1 CLAUDE BERNARD,France,HES,CLOSED,4589507.49,2015,2018,Not applicable
180,643776,Repair of tissue and organ damage in refractory chronic graft versus host disease after hematopoietic stem cell transplantation by the infusion of purified allogeneic donor regulatory T lymphocytes,Cell / Advanced Therapies,INSTITUTO DE MEDICINA MOLECULAR JOAO LOBO ANTUNES,Portugal,REC,CLOSED,5899250.0,2015,2021,Not applicable
181,644031,Smart Phone for Disease Detection from Exhaled Breath,MedTech / Medical Device,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Israel,HES,CLOSED,5806455.0,2015,2019,Not applicable
182,644035,Reactive oxygen species (ROS) as Elixirs against chronic Disease: OXidative regulatory mechanisms In T cells and neutrophils.,Diagnostics / Biomarkers,UNIVERSITY OF SURREY,United Kingdom,HES,CLOSED,144000.0,2015,2019,Not applicable
183,644175,Novel Cell Migration Assay Based on Microtissue Technology and Tissue-Specific Matrices,Oncology,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",Ireland,HES,CLOSED,1053000.0,2015,2019,Not applicable
184,644186,SemAntically integrating Genomics with Electronic health records for Cancer CARE,Genomics / Molecular Biology,HOCHSCHULE DARMSTADT (UNIVERSITY OF APPLIED SCIENCES H-DA),Germany,HES,CLOSED,450000.0,2014,2018,Not applicable
185,644242,Self-amplified photonic biosensing platform for microRNA-based early diagnosis of diseases,Genomics / Molecular Biology,UNIVERSITAT POLITECNICA DE VALENCIA,Spain,HES,CLOSED,3228838.0,2015,2018,Not applicable
186,644267,Miniaturized smart system for light stimulation and monitoring of wound healing,MedTech / Medical Device,TECHNISCHE UNIVERSITAT BERLIN,Germany,HES,CLOSED,2988034.0,2015,2018,Not applicable
187,644373,Preclinical Intra-Operative Image-Guided Surgery and Post-Operative Radiotherapy of Tumours,Oncology,PERCUROS BV,Netherlands,PRC,CLOSED,2430000.0,2015,2019,Not applicable
188,644483,Integrated Spectrometers for Spectral Tissue Sensing,Oncology,PHILIPS ELECTRONICS NEDERLAND BV,Netherlands,PRC,CLOSED,4143461.25,2015,2018,Not applicable
189,644497,Enabling the property Data Marketplace for Novel Data-driven Business Models,Digital Health / Bioinformatics,STIFTELSEN SINTEF,Norway,REC,CLOSED,4482957.0,2015,2017,Not applicable
190,644732,Cognitive Control of a Hearing Aid,Diagnostics / Biomarkers,ECOLE NORMALE SUPERIEURE,France,HES,CLOSED,3998125.0,2015,2018,Not applicable
191,644906,AEGLE (Ancient Greek: Αἴγλη) – An analytics framework for integrated and personalized healthcare services in Europe,Genomics / Molecular Biology,EXODUS ANONYMOS ETAIREIA PLIROFORIKIS,Greece,PRC,CLOSED,6079642.5,2015,2018,Not applicable
192,644925,Complete Dynamic Multi-cloud Application Management,Digital Health / Bioinformatics,INTEROUTE S.P.A.,Italy,PRC,CLOSED,3843602.0,2015,2017,Not applicable
193,644956,"Scalable, point-of-care and label free microarray platform for rapid detection of Sepsis",Diagnostics / Biomarkers,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,Spain,REC,CLOSED,3388572.5,2015,2018,Not applicable
194,645634,Excellent research and expertise of quality of cancer care by internationally trained staff,Oncology,ITA-SUOMEN YLIOPISTO,Finland,HES,CLOSED,913500.0,2015,2019,Not applicable
195,645655,Organo-Catalytic Nanoparticles for Organic Synthesis,Genomics / Molecular Biology,ROYAL COLLEGE OF SURGEONS IN IRELAND,Ireland,HES,CLOSED,351000.0,2015,2017,Not applicable
196,645684,"Nanostructured molecular decoders for the quantitative, multiplexed, layer-by-layer detection of disease-associated proteins",Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,Italy,HES,CLOSED,441000.0,2015,2019,Not applicable
197,645686,"Hybrid Drug Delivery Systems upon Mesoporous Materials, Self Assembled Therapeutics and Virosomes",Oncology,ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE,Spain,REC,CLOSED,1219500.0,2015,2019,Not applicable
198,645693,Advanced bioinformatics for genome and metagenome analyses and discovery of novel biocatalists from extremophiles: implications for improving industrial bioprocesses,Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI CAMERINO,Italy,HES,CLOSED,337500.0,2014,2018,Not applicable
199,645701,Golden Mycological Triangle – joining forces to exploit mycological biodiversity for novel anti-infectives and other beneficial metabolites,Genomics / Molecular Biology,HELMHOLTZ-ZENTRUM FUR INFEKTIONSFORSCHUNG GMBH,Germany,REC,CLOSED,333000.0,2015,2018,Not applicable
200,645740,Personalized PREvention of Chronic DIseases,Genomics / Molecular Biology,UNIVERSITA CATTOLICA DEL SACRO CUORE,Italy,HES,CLOSED,792000.0,2015,2018,Not applicable
201,645756,Matrix glycans as multifunctional pathogenesis factors and therapeutic targets in cancer,Diagnostics / Biomarkers,UNIVERSITAET MUENSTER,Germany,HES,CLOSED,567000.0,2015,2019,Not applicable
202,645758,Development of a non-invassive breath test for early diagnosis of tropical diseases,Diagnostics / Biomarkers,UPPSALA UNIVERSITET,Sweden,HES,CLOSED,1386000.0,2015,2019,Not applicable
203,646142,A Pilot Plant for the Production of Polymer based Nanopharmaceuticals in Compliance with GMP,Genomics / Molecular Biology,FUNDACION CIDETEC,Spain,REC,CLOSED,6352003.0,2015,2019,Not applicable
204,646451,Next generation single molecule protein fluorescence,Automation,JOHANNES GUTENBERG-UNIVERSITAT MAINZ,Germany,HES,CLOSED,1996990.0,2015,2021,Not applicable
205,646260,Large scale micro-and nanofabrication technologies for bioanalytical devices based on R2R imprinting,Diagnostics / Biomarkers,JOANNEUM RESEARCH FORSCHUNGSGESELLSCHAFT MBH,Austria,REC,CLOSED,7677557.19,2015,2019,Not applicable
206,646604,Systematic exploration of peroxisomal structure and function,Cell / Advanced Therapies,WEIZMANN INSTITUTE OF SCIENCE,Israel,HES,CLOSED,2000000.0,2015,2020,Not applicable
207,646849,Organ-specific mechanisms of lymphatic vascular development and specialisation,Genomics / Molecular Biology,UPPSALA UNIVERSITET,Sweden,HES,CLOSED,2368439.0,2015,2020,Not applicable
208,646990,Mechanobiology of nuclear import of transcription factors modeled within a bioengineered stem cell niche.,Cell / Advanced Therapies,POLITECNICO DI MILANO,Italy,HES,CLOSED,1903330.0,2015,2020,Not applicable
209,647055,Dissection of tumor heterogeneity in vivo,Genomics / Molecular Biology,DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG,Germany,REC,CLOSED,2000000.0,2015,2020,Not applicable
210,647067,Localization in biomechanics and mechanobiology of aneurysms: Towards personalized medicine,Oncology,ASSOCIATION POUR LA RECHERCHE ET LE DEVELOPPEMENT DES METHODES ET PROCESSUS INDUSTRIELS,France,REC,CLOSED,1999396.0,2015,2020,Not applicable
211,647328,Site-directed RNA Editing to Manipulate RNA and Protein Function,Genomics / Molecular Biology,EBERHARD KARLS UNIVERSITAET TUEBINGEN,Germany,HES,CLOSED,1808200.0,2015,2021,Not applicable
212,647344,"Chromatin function in DNA Double Strand breaks repair: Prime, repair and restore DSB Inducible via AsiSI",Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,2000000.0,2015,2020,Not applicable
